ID	Function Category Level 3	Gene Count
04060	Cytokine-cytokine receptor interaction [PATH:ko04060]	0
01020	Enzyme-linked receptors [BR:ko01020]	0
04040	Ion channels [BR:ko04040]	0
04050	Cytokine receptors [BR:ko04050]	0
04512	ECM-receptor interaction [PATH:ko04512]	0
02042	Bacterial toxins [BR:ko02042]	0
04052	Cytokines [BR:ko04052]	0
04516	CAM ligands [BR:ko04516]	0
04515	Cell adhesion molecules (CAMs) [BR:ko04515]	0
04514	Cell adhesion molecules (CAMs) [PATH:ko04514]	0
04320	Dorso-ventral axis formation [PATH:ko04320]	0
04380	Osteoclast differentiation [PATH:ko04380]	0
04360	Axon guidance [PATH:ko04360]	0
04978	Mineral absorption [PATH:ko04978]	0
04975	Fat digestion and absorption [PATH:ko04975]	0
04974	Protein digestion and absorption [PATH:ko04974]	0
04977	Vitamin digestion and absorption [PATH:ko04977]	0
04976	Bile secretion [PATH:ko04976]	4
04971	Gastric acid secretion [PATH:ko04971]	0
04970	Salivary secretion [PATH:ko04970]	0
04973	Carbohydrate digestion and absorption [PATH:ko04973]	1
04972	Pancreatic secretion [PATH:ko04972]	0
03320	PPAR signaling pathway [PATH:ko03320]	45
04614	Renin-angiotensin system [PATH:ko04614]	0
04920	Adipocytokine signaling pathway [PATH:ko04920]	11
04916	Melanogenesis [PATH:ko04916]	0
04914	Progesterone-mediated oocyte maturation [PATH:ko04914]	3
04912	GnRH signaling pathway [PATH:ko04912]	0
04910	Insulin signaling pathway [PATH:ko04910]	11
04966	Collecting duct acid secretion [PATH:ko04966]	9
04964	Proximal tubule bicarbonate reclamation [PATH:ko04964]	6
04962	Vasopressin-regulated water reabsorption [PATH:ko04962]	0
04960	Aldosterone-regulated sodium reabsorption [PATH:ko04960]	0
04961	Endocrine and other factor-regulated calcium reabsorption [PATH:ko04961]	0
04626	Plant-pathogen interaction [PATH:ko04626]	27
04711	Circadian rhythm - fly [PATH:ko04711]	0
04710	Circadian rhythm - mammal [PATH:ko04710]	0
04712	Circadian rhythm - plant [PATH:ko04712]	5
04742	Taste transduction [PATH:ko04742]	0
04740	Olfactory transduction [PATH:ko04740]	0
04744	Phototransduction [PATH:ko04744]	0
04745	Phototransduction - fly [PATH:ko04745]	0
04621	NOD-like receptor signaling pathway [PATH:ko04621]	3
04620	Toll-like receptor signaling pathway [PATH:ko04620]	0
04623	Cytosolic DNA-sensing pathway [PATH:ko04623]	0
04622	RIG-I-like receptor signaling pathway [PATH:ko04622]	1
04650	Natural killer cell mediated cytotoxicity [PATH:ko04650]	0
04610	Complement and coagulation cascades [PATH:ko04610]	0
04612	Antigen processing and presentation [PATH:ko04612]	3
04666	Fc gamma R-mediated phagocytosis [PATH:ko04666]	0
04062	Chemokine signaling pathway [PATH:ko04062]	0
04664	Fc epsilon RI signaling pathway [PATH:ko04664]	0
04640	Hematopoietic cell lineage [PATH:ko04640]	0
04672	Intestinal immune network for IgA production [PATH:ko04672]	0
04660	T cell receptor signaling pathway [PATH:ko04660]	0
04670	Leukocyte transendothelial migration [PATH:ko04670]	0
04662	B cell receptor signaling pathway [PATH:ko04662]	0
04730	Long-term depression [PATH:ko04730]	0
04720	Long-term potentiation [PATH:ko04720]	0
04722	Neurotrophin signaling pathway [PATH:ko04722]	0
04260	Cardiac muscle contraction [PATH:ko04260]	24
04270	Vascular smooth muscle contraction [PATH:ko04270]	0
00230	Purine metabolism [PATH:ko00230]	597
00240	Pyrimidine metabolism [PATH:ko00240]	506
00904	Diterpenoid biosynthesis [PATH:ko00904]	0
00905	Brassinosteroid biosynthesis [PATH:ko00905]	0
00906	Carotenoid biosynthesis [PATH:ko00906]	0
00900	Terpenoid backbone biosynthesis [PATH:ko00900]	146
00902	Monoterpenoid biosynthesis [PATH:ko00902]	0
00903	Limonene and pinene degradation [PATH:ko00903]	95
01006	Prenyltransferases [BR:ko01006]	0
00908	Zeatin biosynthesis [PATH:ko00908]	4
00909	Sesquiterpenoid biosynthesis [PATH:ko00909]	0
00981	Insect hormone biosynthesis [PATH:ko00981]	0
00522	Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]	0
01051	Biosynthesis of ansamycins [PATH:ko01051]	19
01053	Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]	0
01052	Type I polyketide structures [PATH:sma01052]	0
01055	Biosynthesis of vancomycin group antibiotics [PATH:ko01055]	9
01054	Nonribosomal peptide structures [PATH:bsu01054]	0
01057	Biosynthesis of type II polyketide products [PATH:ko01057]	0
01056	Biosynthesis of type II polyketide backbone [PATH:ko01056]	0
00523	Polyketide sugar unit biosynthesis [PATH:ko00523]	36
00281	Geraniol degradation [PATH:ko00281]	89
00253	Tetracycline biosynthesis [PATH:ko00253]	6
00603	Glycosphingolipid biosynthesis - globo series [PATH:ko00603]	6
00601	Glycosphingolipid biosynthesis - lacto and neolacto series [PATH:ko00601]	0
00550	Peptidoglycan biosynthesis [PATH:ko00550]	60
00604	Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604]	0
01005	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	0
01003	Glycosyltransferases [BR:ko01003]	0
00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis [PATH:ko00563]	0
00531	Glycosaminoglycan degradation [PATH:ko00531]	5
00533	Glycosaminoglycan biosynthesis - keratan sulfate [PATH:ko00533]	0
00532	Glycosaminoglycan biosynthesis - chondroitin sulfate [PATH:ko00532]	0
00535	Proteoglycans [BR:ko00535]	0
00534	Glycosaminoglycan biosynthesis - heparan sulfate [PATH:ko00534]	0
00540	Lipopolysaccharide biosynthesis [PATH:ko00540]	72
00514	Other types of O-glycan biosynthesis [PATH:ko00514]	0
00513	Various types of N-glycan biosynthesis [PATH:ko00513]	1
00512	Mucin type O-glycan biosynthesis [PATH:ko00512]	0
00511	Other glycan degradation [PATH:ko00511]	2
00510	N-Glycan biosynthesis [PATH:ko00510]	20
00140	Steroid hormone biosynthesis [PATH:ko00140]	10
00071	Fatty acid metabolism [PATH:ko00071]	267
00072	Synthesis and degradation of ketone bodies [PATH:ko00072]	50
00600	Sphingolipid metabolism [PATH:ko00600]	21
00062	Fatty acid elongation in mitochondria [PATH:ko00062]	11
00061	Fatty acid biosynthesis [PATH:ko00061]	102
00590	Arachidonic acid metabolism [PATH:ko00590]	41
00564	Glycerophospholipid metabolism [PATH:ko00564]	86
00565	Ether lipid metabolism [PATH:ko00565]	0
00561	Glycerolipid metabolism [PATH:ko00561]	87
01040	Biosynthesis of unsaturated fatty acids [PATH:ko01040]	40
00591	Linoleic acid metabolism [PATH:ko00591]	5
00120	Primary bile acid biosynthesis [PATH:ko00120]	7
00121	Secondary bile acid biosynthesis [PATH:ko00121]	0
00100	Steroid biosynthesis [PATH:ko00100]	0
01004	Lipid biosynthesis proteins [BR:ko01004]	0
00592	alpha-Linolenic acid metabolism [PATH:ko00592]	11
00910	Nitrogen metabolism [PATH:ko00910]	152
00710	Carbon fixation in photosynthetic organisms [PATH:ko00710]	158
00190	Oxidative phosphorylation [PATH:ko00190]	371
00196	Photosynthesis - antenna proteins [PATH:ko00196]	0
00195	Photosynthesis [PATH:ko00195]	27
00194	Photosynthesis proteins [BR:ko00194]	0
00720	Carbon fixation pathways in prokaryotes [PATH:ko00720]	307
00680	Methane metabolism [PATH:ko00680]	238
00920	Sulfur metabolism [PATH:ko00920]	63
00460	Cyanoamino acid metabolism [PATH:ko00460]	91
00440	Phosphonate and phosphinate metabolism [PATH:ko00440]	14
00450	Selenocompound metabolism [PATH:ko00450]	123
00410	beta-Alanine metabolism [PATH:ko00410]	141
00471	D-Glutamine and D-glutamate metabolism [PATH:ko00471]	16
00472	D-Arginine and D-ornithine metabolism [PATH:ko00472]	0
00473	D-Alanine metabolism [PATH:ko00473]	10
00430	Taurine and hypotaurine metabolism [PATH:ko00430]	50
00480	Glutathione metabolism [PATH:ko00480]	111
00790	Folate biosynthesis [PATH:ko00790]	36
00780	Biotin metabolism [PATH:ko00780]	25
00770	Pantothenate and CoA biosynthesis [PATH:ko00770]	194
00830	Retinol metabolism [PATH:ko00830]	31
00750	Vitamin B6 metabolism [PATH:ko00750]	65
00740	Riboflavin metabolism [PATH:ko00740]	67
00785	Lipoic acid metabolism [PATH:ko00785]	32
00670	One carbon pool by folate [PATH:ko00670]	89
00760	Nicotinate and nicotinamide metabolism [PATH:ko00760]	121
00860	Porphyrin and chlorophyll metabolism [PATH:ko00860]	178
00130	Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	68
00730	Thiamine metabolism [PATH:ko00730]	96
00625	Chloroalkane and chloroalkene degradation [PATH:ko00625]	80
00791	Atrazine degradation [PATH:ko00791]	10
00627	Aminobenzoate degradation [PATH:ko00627]	109
00626	Naphthalene degradation [PATH:ko00626]	56
00621	Dioxin degradation [PATH:ko00621]	2
00633	Nitrotoluene degradation [PATH:ko00633]	44
00623	Toluene degradation [PATH:ko00623]	33
00622	Xylene degradation [PATH:ko00622]	3
00980	Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	52
00982	Drug metabolism - cytochrome P450 [PATH:ko00982]	52
00983	Drug metabolism - other enzymes [PATH:ko00983]	66
00351	1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) degradation [PATH:ko00351]	0
00624	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	19
00643	Styrene degradation [PATH:ko00643]	40
00642	Ethylbenzene degradation [PATH:ko00642]	16
00361	Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]	12
00362	Benzoate degradation [PATH:ko00362]	136
00363	Bisphenol degradation [PATH:ko00363]	11
00364	Fluorobenzoate degradation [PATH:ko00364]	6
00930	Caprolactam degradation [PATH:ko00930]	69
00360	Phenylalanine metabolism [PATH:ko00360]	110
00380	Tryptophan metabolism [PATH:ko00380]	224
00400	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	197
01007	Amino acid related enzymes [BR:ko01007]	0
00330	Arginine and proline metabolism [PATH:ko00330]	347
00310	Lysine degradation [PATH:ko00310]	156
00300	Lysine biosynthesis [PATH:ko00300]	150
00350	Tyrosine metabolism [PATH:ko00350]	95
00340	Histidine metabolism [PATH:ko00340]	121
00260	Glycine, serine and threonine metabolism [PATH:ko00260]	320
00270	Cysteine and methionine metabolism [PATH:ko00270]	188
00290	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	304
00250	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	271
00280	Valine, leucine and isoleucine degradation [PATH:ko00280]	359
00199	Cytochrome P450 [BR:ko00199]	0
01002	Peptidases [BR:ko01002]	0
01000	Enzymes [BR:ko01000]	0
01001	Protein kinases [BR:ko01001]	0
00401	Novobiocin biosynthesis [PATH:ko00401]	42
00960	Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]	28
00231	Puromycin biosynthesis [PATH:ko00231]	0
00966	Glucosinolate biosynthesis [PATH:ko00966]	0
00901	Indole alkaloid biosynthesis [PATH:ko00901]	2
00965	Betalain biosynthesis [PATH:ko00965]	2
00940	Phenylpropanoid biosynthesis [PATH:ko00940]	21
00941	Flavonoid biosynthesis [PATH:ko00941]	5
00942	Anthocyanin biosynthesis [PATH:ko00942]	0
00943	Isoflavonoid biosynthesis [PATH:ko00943]	0
00944	Flavone and flavonol biosynthesis [PATH:ko00944]	0
00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis [PATH:ko00945]	6
00950	Isoquinoline alkaloid biosynthesis [PATH:ko00950]	13
00524	Butirosin and neomycin biosynthesis [PATH:ko00524]	4
00402	Benzoxazinoid biosynthesis [PATH:ko00402]	0
00521	Streptomycin biosynthesis [PATH:ko00521]	64
00232	Caffeine metabolism [PATH:ko00232]	1
01058	Acridone alkaloid biosynthesis [PATH:ko01058]	0
00312	beta-Lactam resistance [PATH:ko00312]	0
00331	Clavulanic acid biosynthesis [PATH:ko00331]	0
00311	Penicillin and cephalosporin biosynthesis [PATH:ko00311]	7
00620	Pyruvate metabolism [PATH:ko00620]	273
00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	252
00660	C5-Branched dibasic acid metabolism [PATH:ko00660]	71
00640	Propanoate metabolism [PATH:ko00640]	303
00562	Inositol phosphate metabolism [PATH:ko00562]	53
00650	Butanoate metabolism [PATH:ko00650]	277
00500	Starch and sucrose metabolism [PATH:ko00500]	81
00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	216
00020	Citrate cycle (TCA cycle) [PATH:ko00020]	291
00010	Glycolysis / Gluconeogenesis [PATH:ko00010]	276
00053	Ascorbate and aldarate metabolism [PATH:ko00053]	57
00052	Galactose metabolism [PATH:ko00052]	58
00040	Pentose and glucuronate interconversions [PATH:ko00040]	106
00051	Fructose and mannose metabolism [PATH:ko00051]	95
00030	Pentose phosphate pathway [PATH:ko00030]	147
