ID	Function Category Level 3	Gene Count
04622	RIG-I-like receptor signaling pathway [PATH:ko04622]	0
04650	Natural killer cell mediated cytotoxicity [PATH:ko04650]	0
04610	Complement and coagulation cascades [PATH:ko04610]	0
04612	Antigen processing and presentation [PATH:ko04612]	0
04666	Fc gamma R-mediated phagocytosis [PATH:ko04666]	0
04062	Chemokine signaling pathway [PATH:ko04062]	0
04664	Fc epsilon RI signaling pathway [PATH:ko04664]	0
04640	Hematopoietic cell lineage [PATH:ko04640]	0
04672	Intestinal immune network for IgA production [PATH:ko04672]	0
04660	T cell receptor signaling pathway [PATH:ko04660]	0
04670	Leukocyte transendothelial migration [PATH:ko04670]	0
04662	B cell receptor signaling pathway [PATH:ko04662]	0
04730	Long-term depression [PATH:ko04730]	0
04720	Long-term potentiation [PATH:ko04720]	0
04722	Neurotrophin signaling pathway [PATH:ko04722]	0
04260	Cardiac muscle contraction [PATH:ko04260]	7
04270	Vascular smooth muscle contraction [PATH:ko04270]	0
00230	Purine metabolism [PATH:ko00230]	389
00240	Pyrimidine metabolism [PATH:ko00240]	287
00904	Diterpenoid biosynthesis [PATH:ko00904]	0
00905	Brassinosteroid biosynthesis [PATH:ko00905]	0
00906	Carotenoid biosynthesis [PATH:ko00906]	18
00900	Terpenoid backbone biosynthesis [PATH:ko00900]	61
00902	Monoterpenoid biosynthesis [PATH:ko00902]	0
00903	Limonene and pinene degradation [PATH:ko00903]	53
01006	Prenyltransferases [BR:ko01006]	0
00908	Zeatin biosynthesis [PATH:ko00908]	0
00909	Sesquiterpenoid biosynthesis [PATH:ko00909]	0
00981	Insect hormone biosynthesis [PATH:ko00981]	0
00522	Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]	0
01051	Biosynthesis of ansamycins [PATH:ko01051]	13
01053	Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]	0
01052	Type I polyketide structures [PATH:sma01052]	0
01055	Biosynthesis of vancomycin group antibiotics [PATH:ko01055]	0
01054	Nonribosomal peptide structures [PATH:bsu01054]	0
01057	Biosynthesis of type II polyketide products [PATH:ko01057]	0
01056	Biosynthesis of type II polyketide backbone [PATH:ko01056]	0
00523	Polyketide sugar unit biosynthesis [PATH:ko00523]	11
00281	Geraniol degradation [PATH:ko00281]	85
00253	Tetracycline biosynthesis [PATH:ko00253]	6
00603	Glycosphingolipid biosynthesis - globo series [PATH:ko00603]	0
00601	Glycosphingolipid biosynthesis - lacto and neolacto series [PATH:ko00601]	0
00550	Peptidoglycan biosynthesis [PATH:ko00550]	23
00604	Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604]	0
01005	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	0
01003	Glycosyltransferases [BR:ko01003]	0
00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis [PATH:ko00563]	0
00531	Glycosaminoglycan degradation [PATH:ko00531]	1
00533	Glycosaminoglycan biosynthesis - keratan sulfate [PATH:ko00533]	0
00532	Glycosaminoglycan biosynthesis - chondroitin sulfate [PATH:ko00532]	0
00535	Proteoglycans [BR:ko00535]	0
00534	Glycosaminoglycan biosynthesis - heparan sulfate [PATH:ko00534]	0
00540	Lipopolysaccharide biosynthesis [PATH:ko00540]	21
00514	Other types of O-glycan biosynthesis [PATH:ko00514]	0
00513	Various types of N-glycan biosynthesis [PATH:ko00513]	0
00512	Mucin type O-glycan biosynthesis [PATH:ko00512]	0
00511	Other glycan degradation [PATH:ko00511]	8
00510	N-Glycan biosynthesis [PATH:ko00510]	5
00140	Steroid hormone biosynthesis [PATH:ko00140]	16
00071	Fatty acid metabolism [PATH:ko00071]	154
00072	Synthesis and degradation of ketone bodies [PATH:ko00072]	31
00600	Sphingolipid metabolism [PATH:ko00600]	21
00062	Fatty acid elongation in mitochondria [PATH:ko00062]	0
00061	Fatty acid biosynthesis [PATH:ko00061]	24
00590	Arachidonic acid metabolism [PATH:ko00590]	15
00564	Glycerophospholipid metabolism [PATH:ko00564]	24
00565	Ether lipid metabolism [PATH:ko00565]	0
00561	Glycerolipid metabolism [PATH:ko00561]	36
01040	Biosynthesis of unsaturated fatty acids [PATH:ko01040]	17
00591	Linoleic acid metabolism [PATH:ko00591]	3
00120	Primary bile acid biosynthesis [PATH:ko00120]	0
00121	Secondary bile acid biosynthesis [PATH:ko00121]	0
00100	Steroid biosynthesis [PATH:ko00100]	4
01004	Lipid biosynthesis proteins [BR:ko01004]	0
00592	alpha-Linolenic acid metabolism [PATH:ko00592]	8
00910	Nitrogen metabolism [PATH:ko00910]	95
00710	Carbon fixation in photosynthetic organisms [PATH:ko00710]	94
00190	Oxidative phosphorylation [PATH:ko00190]	188
00196	Photosynthesis - antenna proteins [PATH:ko00196]	12
00195	Photosynthesis [PATH:ko00195]	37
00194	Photosynthesis proteins [BR:ko00194]	0
00720	Carbon fixation pathways in prokaryotes [PATH:ko00720]	232
00680	Methane metabolism [PATH:ko00680]	167
00920	Sulfur metabolism [PATH:ko00920]	56
00460	Cyanoamino acid metabolism [PATH:ko00460]	35
00440	Phosphonate and phosphinate metabolism [PATH:ko00440]	1
00450	Selenocompound metabolism [PATH:ko00450]	62
00410	beta-Alanine metabolism [PATH:ko00410]	93
00471	D-Glutamine and D-glutamate metabolism [PATH:ko00471]	9
00472	D-Arginine and D-ornithine metabolism [PATH:ko00472]	5
00473	D-Alanine metabolism [PATH:ko00473]	8
00430	Taurine and hypotaurine metabolism [PATH:ko00430]	14
00480	Glutathione metabolism [PATH:ko00480]	46
00790	Folate biosynthesis [PATH:ko00790]	36
00780	Biotin metabolism [PATH:ko00780]	32
00770	Pantothenate and CoA biosynthesis [PATH:ko00770]	96
00830	Retinol metabolism [PATH:ko00830]	11
00750	Vitamin B6 metabolism [PATH:ko00750]	39
00740	Riboflavin metabolism [PATH:ko00740]	40
00785	Lipoic acid metabolism [PATH:ko00785]	7
00670	One carbon pool by folate [PATH:ko00670]	71
00760	Nicotinate and nicotinamide metabolism [PATH:ko00760]	67
00860	Porphyrin and chlorophyll metabolism [PATH:ko00860]	87
00130	Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	19
00730	Thiamine metabolism [PATH:ko00730]	23
00625	Chloroalkane and chloroalkene degradation [PATH:ko00625]	27
00791	Atrazine degradation [PATH:ko00791]	1
00627	Aminobenzoate degradation [PATH:ko00627]	50
00626	Naphthalene degradation [PATH:ko00626]	25
00621	Dioxin degradation [PATH:ko00621]	0
00633	Nitrotoluene degradation [PATH:ko00633]	14
00623	Toluene degradation [PATH:ko00623]	13
00622	Xylene degradation [PATH:ko00622]	0
00980	Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	25
00982	Drug metabolism - cytochrome P450 [PATH:ko00982]	22
00983	Drug metabolism - other enzymes [PATH:ko00983]	37
00351	1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) degradation [PATH:ko00351]	0
00624	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	1
00643	Styrene degradation [PATH:ko00643]	16
00642	Ethylbenzene degradation [PATH:ko00642]	8
00361	Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]	9
00362	Benzoate degradation [PATH:ko00362]	91
00363	Bisphenol degradation [PATH:ko00363]	5
00364	Fluorobenzoate degradation [PATH:ko00364]	2
00930	Caprolactam degradation [PATH:ko00930]	49
00360	Phenylalanine metabolism [PATH:ko00360]	46
00380	Tryptophan metabolism [PATH:ko00380]	113
00400	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	120
01007	Amino acid related enzymes [BR:ko01007]	0
00330	Arginine and proline metabolism [PATH:ko00330]	170
00310	Lysine degradation [PATH:ko00310]	108
00300	Lysine biosynthesis [PATH:ko00300]	68
00350	Tyrosine metabolism [PATH:ko00350]	57
00340	Histidine metabolism [PATH:ko00340]	86
00260	Glycine, serine and threonine metabolism [PATH:ko00260]	161
00270	Cysteine and methionine metabolism [PATH:ko00270]	125
00290	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	156
00250	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	193
00280	Valine, leucine and isoleucine degradation [PATH:ko00280]	211
00199	Cytochrome P450 [BR:ko00199]	0
01002	Peptidases [BR:ko01002]	0
01000	Enzymes [BR:ko01000]	0
01001	Protein kinases [BR:ko01001]	0
00401	Novobiocin biosynthesis [PATH:ko00401]	31
00960	Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]	27
00231	Puromycin biosynthesis [PATH:ko00231]	0
00966	Glucosinolate biosynthesis [PATH:ko00966]	0
00901	Indole alkaloid biosynthesis [PATH:ko00901]	1
00965	Betalain biosynthesis [PATH:ko00965]	1
00940	Phenylpropanoid biosynthesis [PATH:ko00940]	10
00941	Flavonoid biosynthesis [PATH:ko00941]	0
00942	Anthocyanin biosynthesis [PATH:ko00942]	0
00943	Isoflavonoid biosynthesis [PATH:ko00943]	0
00944	Flavone and flavonol biosynthesis [PATH:ko00944]	0
00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis [PATH:ko00945]	0
00950	Isoquinoline alkaloid biosynthesis [PATH:ko00950]	14
00524	Butirosin and neomycin biosynthesis [PATH:ko00524]	0
00402	Benzoxazinoid biosynthesis [PATH:ko00402]	0
00521	Streptomycin biosynthesis [PATH:ko00521]	13
00232	Caffeine metabolism [PATH:ko00232]	0
01058	Acridone alkaloid biosynthesis [PATH:ko01058]	0
00312	beta-Lactam resistance [PATH:ko00312]	2
00331	Clavulanic acid biosynthesis [PATH:ko00331]	0
00311	Penicillin and cephalosporin biosynthesis [PATH:ko00311]	10
00620	Pyruvate metabolism [PATH:ko00620]	156
00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	150
00660	C5-Branched dibasic acid metabolism [PATH:ko00660]	50
00640	Propanoate metabolism [PATH:ko00640]	196
00562	Inositol phosphate metabolism [PATH:ko00562]	10
00650	Butanoate metabolism [PATH:ko00650]	172
00500	Starch and sucrose metabolism [PATH:ko00500]	62
00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	98
00020	Citrate cycle (TCA cycle) [PATH:ko00020]	222
00010	Glycolysis / Gluconeogenesis [PATH:ko00010]	167
00053	Ascorbate and aldarate metabolism [PATH:ko00053]	16
00052	Galactose metabolism [PATH:ko00052]	19
00040	Pentose and glucuronate interconversions [PATH:ko00040]	25
00051	Fructose and mannose metabolism [PATH:ko00051]	56
00030	Pentose phosphate pathway [PATH:ko00030]	60
