ID	Function Category Level 3	Gene Count
05219	Bladder cancer [PATH:ko05219]	4
05218	Melanoma [PATH:ko05218]	0
05217	Basal cell carcinoma [PATH:ko05217]	0
05012	Parkinson's disease [PATH:ko05012]	145
05014	Amyotrophic lateral sclerosis (ALS) [PATH:ko05014]	0
05016	Huntington's disease [PATH:ko05016]	147
05222	Small cell lung cancer [PATH:ko05222]	0
05223	Non-small cell lung cancer [PATH:ko05223]	0
05220	Chronic myeloid leukemia [PATH:ko05220]	0
05221	Acute myeloid leukemia [PATH:ko05221]	0
05330	Allograft rejection [PATH:ko05330]	50
05020	Prion diseases [PATH:ko05020]	0
05414	Dilated cardiomyopathy (DCM) [PATH:ko05414]	0
05416	Viral myocarditis [PATH:ko05416]	0
05410	Hypertrophic cardiomyopathy (HCM) [PATH:ko05410]	0
05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC) [PATH:ko05412]	0
03040	Spliceosome [PATH:ko03040]	0
03000	Transcription factors [BR:ko03000]	0
03022	Basal transcription factors [PATH:ko03022]	7
03020	RNA polymerase [PATH:ko03020]	147
03041	Spliceosome [BR:ko03041]	0
00970	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	494
03008	Ribosome biogenesis in eukaryotes [PATH:ko03008]	12
03009	Ribosome Biogenesis [BR:ko03009]	0
03013	RNA transport [PATH:ko03013]	40
03012	Translation factors [BR:ko03012]	0
03011	Ribosome [BR:ko03011]	0
03010	Ribosome [PATH:ko03010]	313
03015	mRNA surveillance pathway [PATH:ko03015]	4
03400	DNA repair and recombination proteins [BR:ko03400]	0
03450	Non-homologous end-joining [PATH:ko03450]	2
03440	Homologous recombination [PATH:ko03440]	171
03030	DNA replication [PATH:ko03030]	112
03060	Protein export [PATH:ko03060]	129
03051	Proteasome [BR:ko03051]	0
03050	Proteasome [PATH:ko03050]	11
04122	Sulfur relay system [PATH:ko04122]	84
03018	RNA degradation [PATH:ko03018]	176
04131	SNAREs [BR:ko04131]	0
04130	SNARE interactions in vesicular transport [PATH:ko04130]	0
04120	Ubiquitin mediated proteolysis [PATH:ko04120]	1
04121	Ubiquitin system [BR:ko04121]	0
04141	Protein processing in endoplasmic reticulum [PATH:ko04141]	30
03110	Chaperones and folding catalysts [BR:ko03110]	0
03100	Non-coding RNAs	0
04630	Jak-STAT signaling pathway [PATH:ko04630]	0
02020	Two-component system [PATH:ko02020]	224
02022	Two-component system [BR:ko02022]	0
04370	VEGF signaling pathway [PATH:ko04370]	0
04350	TGF-beta signaling pathway [PATH:ko04350]	0
04340	Hedgehog signaling pathway [PATH:ko04340]	0
04310	Wnt signaling pathway [PATH:ko04310]	0
04150	mTOR signaling pathway [PATH:ko04150]	0
04020	Calcium signaling pathway [PATH:ko04020]	0
04075	Plant hormone signal transduction [PATH:ko04075]	0
04012	ErbB signaling pathway [PATH:ko04012]	0
04013	MAPK signaling pathway - fly [PATH:ko04013]	0
04010	MAPK signaling pathway [PATH:ko04010]	0
04011	MAPK signaling pathway - yeast [PATH:ko04011]	10
04070	Phosphatidylinositol signaling system [PATH:ko04070]	7
04330	Notch signaling pathway [PATH:ko04330]	0
02060	Phosphotransferase system (PTS) [PATH:ko02060]	26
02000	Transporters [BR:ko02000]	0
02010	ABC transporters [PATH:ko02010]	632
02044	Secretion system [BR:ko02044]	0
03070	Bacterial secretion system [PATH:ko03070]	142
04030	G protein-coupled receptors [BR:ko04030]	0
04031	GTP-binding proteins [BR:ko04031]	0
04091	Glycan bindng proteins [BR:ko04091]	0
03310	Nuclear receptors [BR:ko03310]	0
04080	Neuroactive ligand-receptor interaction [PATH:ko04080]	0
04090	Cellular antigens [BR:ko04090]	0
04060	Cytokine-cytokine receptor interaction [PATH:ko04060]	0
01020	Enzyme-linked receptors [BR:ko01020]	0
04040	Ion channels [BR:ko04040]	0
04050	Cytokine receptors [BR:ko04050]	0
04512	ECM-receptor interaction [PATH:ko04512]	1
02042	Bacterial toxins [BR:ko02042]	0
04052	Cytokines [BR:ko04052]	0
04516	CAM ligands [BR:ko04516]	0
04515	Cell adhesion molecules (CAMs) [BR:ko04515]	0
04514	Cell adhesion molecules (CAMs) [PATH:ko04514]	0
04320	Dorso-ventral axis formation [PATH:ko04320]	0
04380	Osteoclast differentiation [PATH:ko04380]	0
04360	Axon guidance [PATH:ko04360]	0
04978	Mineral absorption [PATH:ko04978]	0
04975	Fat digestion and absorption [PATH:ko04975]	0
04974	Protein digestion and absorption [PATH:ko04974]	1
04977	Vitamin digestion and absorption [PATH:ko04977]	0
04976	Bile secretion [PATH:ko04976]	6
04971	Gastric acid secretion [PATH:ko04971]	0
04970	Salivary secretion [PATH:ko04970]	0
04973	Carbohydrate digestion and absorption [PATH:ko04973]	4
04972	Pancreatic secretion [PATH:ko04972]	0
03320	PPAR signaling pathway [PATH:ko03320]	51
04614	Renin-angiotensin system [PATH:ko04614]	0
04920	Adipocytokine signaling pathway [PATH:ko04920]	23
04916	Melanogenesis [PATH:ko04916]	0
04914	Progesterone-mediated oocyte maturation [PATH:ko04914]	13
04912	GnRH signaling pathway [PATH:ko04912]	0
04910	Insulin signaling pathway [PATH:ko04910]	8
04966	Collecting duct acid secretion [PATH:ko04966]	2
04964	Proximal tubule bicarbonate reclamation [PATH:ko04964]	8
04962	Vasopressin-regulated water reabsorption [PATH:ko04962]	0
04960	Aldosterone-regulated sodium reabsorption [PATH:ko04960]	0
04961	Endocrine and other factor-regulated calcium reabsorption [PATH:ko04961]	0
04626	Plant-pathogen interaction [PATH:ko04626]	58
04711	Circadian rhythm - fly [PATH:ko04711]	0
04710	Circadian rhythm - mammal [PATH:ko04710]	0
04712	Circadian rhythm - plant [PATH:ko04712]	0
04742	Taste transduction [PATH:ko04742]	0
04740	Olfactory transduction [PATH:ko04740]	0
04744	Phototransduction [PATH:ko04744]	0
04745	Phototransduction - fly [PATH:ko04745]	0
04621	NOD-like receptor signaling pathway [PATH:ko04621]	15
04620	Toll-like receptor signaling pathway [PATH:ko04620]	0
04623	Cytosolic DNA-sensing pathway [PATH:ko04623]	0
04622	RIG-I-like receptor signaling pathway [PATH:ko04622]	0
04650	Natural killer cell mediated cytotoxicity [PATH:ko04650]	0
04610	Complement and coagulation cascades [PATH:ko04610]	0
04612	Antigen processing and presentation [PATH:ko04612]	13
04666	Fc gamma R-mediated phagocytosis [PATH:ko04666]	0
04062	Chemokine signaling pathway [PATH:ko04062]	0
04664	Fc epsilon RI signaling pathway [PATH:ko04664]	0
04640	Hematopoietic cell lineage [PATH:ko04640]	0
04672	Intestinal immune network for IgA production [PATH:ko04672]	0
04660	T cell receptor signaling pathway [PATH:ko04660]	0
04670	Leukocyte transendothelial migration [PATH:ko04670]	0
04662	B cell receptor signaling pathway [PATH:ko04662]	0
04730	Long-term depression [PATH:ko04730]	0
04720	Long-term potentiation [PATH:ko04720]	0
04722	Neurotrophin signaling pathway [PATH:ko04722]	0
04260	Cardiac muscle contraction [PATH:ko04260]	34
04270	Vascular smooth muscle contraction [PATH:ko04270]	0
00230	Purine metabolism [PATH:ko00230]	732
00240	Pyrimidine metabolism [PATH:ko00240]	518
00904	Diterpenoid biosynthesis [PATH:ko00904]	0
00905	Brassinosteroid biosynthesis [PATH:ko00905]	1
00906	Carotenoid biosynthesis [PATH:ko00906]	6
00900	Terpenoid backbone biosynthesis [PATH:ko00900]	176
00902	Monoterpenoid biosynthesis [PATH:ko00902]	0
00903	Limonene and pinene degradation [PATH:ko00903]	83
01006	Prenyltransferases [BR:ko01006]	0
00908	Zeatin biosynthesis [PATH:ko00908]	3
00909	Sesquiterpenoid biosynthesis [PATH:ko00909]	0
00981	Insect hormone biosynthesis [PATH:ko00981]	0
00522	Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]	2
01051	Biosynthesis of ansamycins [PATH:ko01051]	42
01053	Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]	0
01052	Type I polyketide structures [PATH:sma01052]	0
01055	Biosynthesis of vancomycin group antibiotics [PATH:ko01055]	11
01054	Nonribosomal peptide structures [PATH:bsu01054]	0
01057	Biosynthesis of type II polyketide products [PATH:ko01057]	5
01056	Biosynthesis of type II polyketide backbone [PATH:ko01056]	0
00523	Polyketide sugar unit biosynthesis [PATH:ko00523]	18
00281	Geraniol degradation [PATH:ko00281]	55
00253	Tetracycline biosynthesis [PATH:ko00253]	37
00603	Glycosphingolipid biosynthesis - globo series [PATH:ko00603]	0
00601	Glycosphingolipid biosynthesis - lacto and neolacto series [PATH:ko00601]	0
00550	Peptidoglycan biosynthesis [PATH:ko00550]	91
00604	Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604]	0
01005	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	0
01003	Glycosyltransferases [BR:ko01003]	0
00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis [PATH:ko00563]	0
00531	Glycosaminoglycan degradation [PATH:ko00531]	1
00533	Glycosaminoglycan biosynthesis - keratan sulfate [PATH:ko00533]	0
00532	Glycosaminoglycan biosynthesis - chondroitin sulfate [PATH:ko00532]	0
00535	Proteoglycans [BR:ko00535]	0
00534	Glycosaminoglycan biosynthesis - heparan sulfate [PATH:ko00534]	0
00540	Lipopolysaccharide biosynthesis [PATH:ko00540]	150
00514	Other types of O-glycan biosynthesis [PATH:ko00514]	0
00513	Various types of N-glycan biosynthesis [PATH:ko00513]	0
00512	Mucin type O-glycan biosynthesis [PATH:ko00512]	0
00511	Other glycan degradation [PATH:ko00511]	16
00510	N-Glycan biosynthesis [PATH:ko00510]	16
00140	Steroid hormone biosynthesis [PATH:ko00140]	10
00071	Fatty acid metabolism [PATH:ko00071]	205
00072	Synthesis and degradation of ketone bodies [PATH:ko00072]	66
00600	Sphingolipid metabolism [PATH:ko00600]	8
00062	Fatty acid elongation in mitochondria [PATH:ko00062]	9
00061	Fatty acid biosynthesis [PATH:ko00061]	160
00590	Arachidonic acid metabolism [PATH:ko00590]	30
00564	Glycerophospholipid metabolism [PATH:ko00564]	64
00565	Ether lipid metabolism [PATH:ko00565]	5
00561	Glycerolipid metabolism [PATH:ko00561]	84
01040	Biosynthesis of unsaturated fatty acids [PATH:ko01040]	58
00591	Linoleic acid metabolism [PATH:ko00591]	6
00120	Primary bile acid biosynthesis [PATH:ko00120]	9
00121	Secondary bile acid biosynthesis [PATH:ko00121]	0
00100	Steroid biosynthesis [PATH:ko00100]	6
01004	Lipid biosynthesis proteins [BR:ko01004]	0
00592	alpha-Linolenic acid metabolism [PATH:ko00592]	3
00910	Nitrogen metabolism [PATH:ko00910]	216
00710	Carbon fixation in photosynthetic organisms [PATH:ko00710]	205
00190	Oxidative phosphorylation [PATH:ko00190]	520
00196	Photosynthesis - antenna proteins [PATH:ko00196]	0
00195	Photosynthesis [PATH:ko00195]	68
00194	Photosynthesis proteins [BR:ko00194]	0
00720	Carbon fixation pathways in prokaryotes [PATH:ko00720]	398
00680	Methane metabolism [PATH:ko00680]	416
00920	Sulfur metabolism [PATH:ko00920]	115
00460	Cyanoamino acid metabolism [PATH:ko00460]	89
00440	Phosphonate and phosphinate metabolism [PATH:ko00440]	18
00450	Selenocompound metabolism [PATH:ko00450]	170
00410	beta-Alanine metabolism [PATH:ko00410]	125
00471	D-Glutamine and D-glutamate metabolism [PATH:ko00471]	30
00472	D-Arginine and D-ornithine metabolism [PATH:ko00472]	0
00473	D-Alanine metabolism [PATH:ko00473]	14
00430	Taurine and hypotaurine metabolism [PATH:ko00430]	91
00480	Glutathione metabolism [PATH:ko00480]	100
00790	Folate biosynthesis [PATH:ko00790]	23
00780	Biotin metabolism [PATH:ko00780]	23
00770	Pantothenate and CoA biosynthesis [PATH:ko00770]	212
00830	Retinol metabolism [PATH:ko00830]	6
00750	Vitamin B6 metabolism [PATH:ko00750]	66
00740	Riboflavin metabolism [PATH:ko00740]	105
00785	Lipoic acid metabolism [PATH:ko00785]	17
00670	One carbon pool by folate [PATH:ko00670]	188
00760	Nicotinate and nicotinamide metabolism [PATH:ko00760]	154
00860	Porphyrin and chlorophyll metabolism [PATH:ko00860]	193
00130	Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	62
00730	Thiamine metabolism [PATH:ko00730]	72
00625	Chloroalkane and chloroalkene degradation [PATH:ko00625]	49
00791	Atrazine degradation [PATH:ko00791]	11
00627	Aminobenzoate degradation [PATH:ko00627]	116
00626	Naphthalene degradation [PATH:ko00626]	18
00621	Dioxin degradation [PATH:ko00621]	9
00633	Nitrotoluene degradation [PATH:ko00633]	89
00623	Toluene degradation [PATH:ko00623]	53
00622	Xylene degradation [PATH:ko00622]	9
00980	Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	11
00982	Drug metabolism - cytochrome P450 [PATH:ko00982]	17
00983	Drug metabolism - other enzymes [PATH:ko00983]	92
00351	1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) degradation [PATH:ko00351]	0
00624	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	19
00643	Styrene degradation [PATH:ko00643]	47
00642	Ethylbenzene degradation [PATH:ko00642]	5
00361	Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]	6
00362	Benzoate degradation [PATH:ko00362]	182
00363	Bisphenol degradation [PATH:ko00363]	12
00364	Fluorobenzoate degradation [PATH:ko00364]	9
00930	Caprolactam degradation [PATH:ko00930]	64
00360	Phenylalanine metabolism [PATH:ko00360]	101
00380	Tryptophan metabolism [PATH:ko00380]	222
00400	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	232
01007	Amino acid related enzymes [BR:ko01007]	0
00330	Arginine and proline metabolism [PATH:ko00330]	385
00310	Lysine degradation [PATH:ko00310]	161
00300	Lysine biosynthesis [PATH:ko00300]	157
00350	Tyrosine metabolism [PATH:ko00350]	99
00340	Histidine metabolism [PATH:ko00340]	180
00260	Glycine, serine and threonine metabolism [PATH:ko00260]	454
00270	Cysteine and methionine metabolism [PATH:ko00270]	262
00290	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	427
00250	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	373
00280	Valine, leucine and isoleucine degradation [PATH:ko00280]	372
00199	Cytochrome P450 [BR:ko00199]	0
01002	Peptidases [BR:ko01002]	0
01000	Enzymes [BR:ko01000]	0
01001	Protein kinases [BR:ko01001]	0
00401	Novobiocin biosynthesis [PATH:ko00401]	25
00960	Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]	33
00231	Puromycin biosynthesis [PATH:ko00231]	0
00966	Glucosinolate biosynthesis [PATH:ko00966]	0
00901	Indole alkaloid biosynthesis [PATH:ko00901]	0
00965	Betalain biosynthesis [PATH:ko00965]	0
00940	Phenylpropanoid biosynthesis [PATH:ko00940]	17
00941	Flavonoid biosynthesis [PATH:ko00941]	0
00942	Anthocyanin biosynthesis [PATH:ko00942]	0
00943	Isoflavonoid biosynthesis [PATH:ko00943]	0
00944	Flavone and flavonol biosynthesis [PATH:ko00944]	0
00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis [PATH:ko00945]	3
00950	Isoquinoline alkaloid biosynthesis [PATH:ko00950]	19
00524	Butirosin and neomycin biosynthesis [PATH:ko00524]	0
00402	Benzoxazinoid biosynthesis [PATH:ko00402]	0
00521	Streptomycin biosynthesis [PATH:ko00521]	23
00232	Caffeine metabolism [PATH:ko00232]	6
01058	Acridone alkaloid biosynthesis [PATH:ko01058]	0
00312	beta-Lactam resistance [PATH:ko00312]	5
00331	Clavulanic acid biosynthesis [PATH:ko00331]	0
00311	Penicillin and cephalosporin biosynthesis [PATH:ko00311]	20
00620	Pyruvate metabolism [PATH:ko00620]	458
00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	278
00660	C5-Branched dibasic acid metabolism [PATH:ko00660]	111
00640	Propanoate metabolism [PATH:ko00640]	362
00562	Inositol phosphate metabolism [PATH:ko00562]	40
00650	Butanoate metabolism [PATH:ko00650]	351
00500	Starch and sucrose metabolism [PATH:ko00500]	76
00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	265
00020	Citrate cycle (TCA cycle) [PATH:ko00020]	378
00010	Glycolysis / Gluconeogenesis [PATH:ko00010]	338
00053	Ascorbate and aldarate metabolism [PATH:ko00053]	65
00052	Galactose metabolism [PATH:ko00052]	91
00040	Pentose and glucuronate interconversions [PATH:ko00040]	102
00051	Fructose and mannose metabolism [PATH:ko00051]	107
00030	Pentose phosphate pathway [PATH:ko00030]	179
