ID	Function Category Level 3	Gene Count
00981	Insect hormone biosynthesis [PATH:ko00981]	0
00522	Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]	2
01051	Biosynthesis of ansamycins [PATH:ko01051]	31
01053	Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]	0
01052	Type I polyketide structures [PATH:sma01052]	0
01055	Biosynthesis of vancomycin group antibiotics [PATH:ko01055]	1
01054	Nonribosomal peptide structures [PATH:bsu01054]	0
01057	Biosynthesis of type II polyketide products [PATH:ko01057]	0
01056	Biosynthesis of type II polyketide backbone [PATH:ko01056]	0
00523	Polyketide sugar unit biosynthesis [PATH:ko00523]	6
00281	Geraniol degradation [PATH:ko00281]	42
00253	Tetracycline biosynthesis [PATH:ko00253]	25
00603	Glycosphingolipid biosynthesis - globo series [PATH:ko00603]	0
00601	Glycosphingolipid biosynthesis - lacto and neolacto series [PATH:ko00601]	0
00550	Peptidoglycan biosynthesis [PATH:ko00550]	29
00604	Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604]	0
01005	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	0
01003	Glycosyltransferases [BR:ko01003]	0
00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis [PATH:ko00563]	0
00531	Glycosaminoglycan degradation [PATH:ko00531]	0
00533	Glycosaminoglycan biosynthesis - keratan sulfate [PATH:ko00533]	0
00532	Glycosaminoglycan biosynthesis - chondroitin sulfate [PATH:ko00532]	0
00535	Proteoglycans [BR:ko00535]	0
00534	Glycosaminoglycan biosynthesis - heparan sulfate [PATH:ko00534]	0
00540	Lipopolysaccharide biosynthesis [PATH:ko00540]	63
00514	Other types of O-glycan biosynthesis [PATH:ko00514]	0
00513	Various types of N-glycan biosynthesis [PATH:ko00513]	0
00512	Mucin type O-glycan biosynthesis [PATH:ko00512]	0
00511	Other glycan degradation [PATH:ko00511]	0
00510	N-Glycan biosynthesis [PATH:ko00510]	3
00140	Steroid hormone biosynthesis [PATH:ko00140]	8
00071	Fatty acid metabolism [PATH:ko00071]	74
00072	Synthesis and degradation of ketone bodies [PATH:ko00072]	25
00600	Sphingolipid metabolism [PATH:ko00600]	6
00062	Fatty acid elongation in mitochondria [PATH:ko00062]	0
00061	Fatty acid biosynthesis [PATH:ko00061]	93
00590	Arachidonic acid metabolism [PATH:ko00590]	36
00564	Glycerophospholipid metabolism [PATH:ko00564]	22
00565	Ether lipid metabolism [PATH:ko00565]	0
00561	Glycerolipid metabolism [PATH:ko00561]	33
01040	Biosynthesis of unsaturated fatty acids [PATH:ko01040]	40
00591	Linoleic acid metabolism [PATH:ko00591]	0
00120	Primary bile acid biosynthesis [PATH:ko00120]	5
00121	Secondary bile acid biosynthesis [PATH:ko00121]	0
00100	Steroid biosynthesis [PATH:ko00100]	17
01004	Lipid biosynthesis proteins [BR:ko01004]	0
00592	alpha-Linolenic acid metabolism [PATH:ko00592]	2
00910	Nitrogen metabolism [PATH:ko00910]	178
00710	Carbon fixation in photosynthetic organisms [PATH:ko00710]	98
00190	Oxidative phosphorylation [PATH:ko00190]	273
00196	Photosynthesis - antenna proteins [PATH:ko00196]	0
00195	Photosynthesis [PATH:ko00195]	23
00194	Photosynthesis proteins [BR:ko00194]	0
00720	Carbon fixation pathways in prokaryotes [PATH:ko00720]	261
00680	Methane metabolism [PATH:ko00680]	210
00920	Sulfur metabolism [PATH:ko00920]	57
00460	Cyanoamino acid metabolism [PATH:ko00460]	52
00440	Phosphonate and phosphinate metabolism [PATH:ko00440]	1
00450	Selenocompound metabolism [PATH:ko00450]	79
00410	beta-Alanine metabolism [PATH:ko00410]	29
00471	D-Glutamine and D-glutamate metabolism [PATH:ko00471]	3
00472	D-Arginine and D-ornithine metabolism [PATH:ko00472]	2
00473	D-Alanine metabolism [PATH:ko00473]	7
00430	Taurine and hypotaurine metabolism [PATH:ko00430]	39
00480	Glutathione metabolism [PATH:ko00480]	92
00790	Folate biosynthesis [PATH:ko00790]	14
00780	Biotin metabolism [PATH:ko00780]	13
00770	Pantothenate and CoA biosynthesis [PATH:ko00770]	114
00830	Retinol metabolism [PATH:ko00830]	13
00750	Vitamin B6 metabolism [PATH:ko00750]	37
00740	Riboflavin metabolism [PATH:ko00740]	10
00785	Lipoic acid metabolism [PATH:ko00785]	16
00670	One carbon pool by folate [PATH:ko00670]	62
00760	Nicotinate and nicotinamide metabolism [PATH:ko00760]	67
00860	Porphyrin and chlorophyll metabolism [PATH:ko00860]	152
00130	Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	21
00730	Thiamine metabolism [PATH:ko00730]	66
00625	Chloroalkane and chloroalkene degradation [PATH:ko00625]	18
00791	Atrazine degradation [PATH:ko00791]	4
00627	Aminobenzoate degradation [PATH:ko00627]	45
00626	Naphthalene degradation [PATH:ko00626]	30
00621	Dioxin degradation [PATH:ko00621]	0
00633	Nitrotoluene degradation [PATH:ko00633]	42
00623	Toluene degradation [PATH:ko00623]	18
00622	Xylene degradation [PATH:ko00622]	5
00980	Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	27
00982	Drug metabolism - cytochrome P450 [PATH:ko00982]	31
00983	Drug metabolism - other enzymes [PATH:ko00983]	31
00351	1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) degradation [PATH:ko00351]	0
00624	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	10
00643	Styrene degradation [PATH:ko00643]	13
00642	Ethylbenzene degradation [PATH:ko00642]	4
00361	Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]	11
00362	Benzoate degradation [PATH:ko00362]	61
00363	Bisphenol degradation [PATH:ko00363]	6
00364	Fluorobenzoate degradation [PATH:ko00364]	9
00930	Caprolactam degradation [PATH:ko00930]	36
00360	Phenylalanine metabolism [PATH:ko00360]	48
00380	Tryptophan metabolism [PATH:ko00380]	100
00400	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	133
01007	Amino acid related enzymes [BR:ko01007]	0
00330	Arginine and proline metabolism [PATH:ko00330]	273
00310	Lysine degradation [PATH:ko00310]	52
00300	Lysine biosynthesis [PATH:ko00300]	99
00350	Tyrosine metabolism [PATH:ko00350]	57
00340	Histidine metabolism [PATH:ko00340]	84
00260	Glycine, serine and threonine metabolism [PATH:ko00260]	279
00270	Cysteine and methionine metabolism [PATH:ko00270]	151
00290	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	275
00250	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	223
00280	Valine, leucine and isoleucine degradation [PATH:ko00280]	225
00199	Cytochrome P450 [BR:ko00199]	0
01002	Peptidases [BR:ko01002]	0
01000	Enzymes [BR:ko01000]	0
01001	Protein kinases [BR:ko01001]	0
00401	Novobiocin biosynthesis [PATH:ko00401]	8
00960	Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]	6
00231	Puromycin biosynthesis [PATH:ko00231]	0
00966	Glucosinolate biosynthesis [PATH:ko00966]	0
00901	Indole alkaloid biosynthesis [PATH:ko00901]	0
00965	Betalain biosynthesis [PATH:ko00965]	0
00940	Phenylpropanoid biosynthesis [PATH:ko00940]	16
00941	Flavonoid biosynthesis [PATH:ko00941]	1
00942	Anthocyanin biosynthesis [PATH:ko00942]	0
00943	Isoflavonoid biosynthesis [PATH:ko00943]	0
00944	Flavone and flavonol biosynthesis [PATH:ko00944]	0
00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis [PATH:ko00945]	6
00950	Isoquinoline alkaloid biosynthesis [PATH:ko00950]	10
00524	Butirosin and neomycin biosynthesis [PATH:ko00524]	1
00402	Benzoxazinoid biosynthesis [PATH:ko00402]	0
00521	Streptomycin biosynthesis [PATH:ko00521]	17
00232	Caffeine metabolism [PATH:ko00232]	0
01058	Acridone alkaloid biosynthesis [PATH:ko01058]	0
00312	beta-Lactam resistance [PATH:ko00312]	0
00331	Clavulanic acid biosynthesis [PATH:ko00331]	0
00311	Penicillin and cephalosporin biosynthesis [PATH:ko00311]	3
00620	Pyruvate metabolism [PATH:ko00620]	235
00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	182
00660	C5-Branched dibasic acid metabolism [PATH:ko00660]	46
00640	Propanoate metabolism [PATH:ko00640]	217
00562	Inositol phosphate metabolism [PATH:ko00562]	30
00650	Butanoate metabolism [PATH:ko00650]	153
00500	Starch and sucrose metabolism [PATH:ko00500]	33
00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	134
00020	Citrate cycle (TCA cycle) [PATH:ko00020]	251
00010	Glycolysis / Gluconeogenesis [PATH:ko00010]	181
00053	Ascorbate and aldarate metabolism [PATH:ko00053]	13
00052	Galactose metabolism [PATH:ko00052]	10
00040	Pentose and glucuronate interconversions [PATH:ko00040]	26
00051	Fructose and mannose metabolism [PATH:ko00051]	58
00030	Pentose phosphate pathway [PATH:ko00030]	112
